"src","des","times","failed","id_list"
"C8774","C1065","1","0","1561"
"C1843","C529","2","0","1562 3347"
"C19014","C529","1","0","1563"
"C18568","C529","1","0","1565"
"C20029","C612","1","0","1566"
"C20914","C529","1","0","1567"
"C4135","C1065","1","0","1568"
"C8228","C612","1","0","1569"
"C9668","C625","1","0","1570"
"C9919","C467","1","0","1571"
"C20042","C801","4","0","1572 2915 7410 8957"
"C11481","C457","1","0","1573"
"C3657","C467","2","0","1574 8340"
"C6949","C586","1","0","1575"
"C11101","C586","1","0","1576"
"C12620","C457","1","0","1577"
"C10901","C457","1","0","1578"
"C15260","C528","1","0","1580"
"C3880","C612","1","0","1581"
"C10776","C625","1","0","1582"
"C20756","C612","1","0","1583"
"C71","C529","1","0","1585"
"C16397","C529","1","0","1586"
"C11516","C528","1","0","1587"
"C19183","C586","1","0","1588"
"C921","C586","1","0","1589"
"C527","C523","8","0","1590 1608 2105 5153 5625 7343 8842 9044"
"C133","C457","1","0","1591"
"C18155","C2106","1","0","1592"
"C21068","C467","1","0","1594"
"C3558","C612","1","0","1595"
"C14169","C1065","1","0","1596"
"C6110","C457","1","0","1597"
"C16234","C467","1","0","1598"
"C11879","C586","1","0","1599"
"C7113","C457","2","0","1600 1822"
"C7206","C528","1","0","1601"
"C10384","C467","1","0","1602"
"C5883","C612","1","0","1603"
"C7922","C528","1","0","1604"
"C12399","C625","1","0","1605"
"C1932","C1737","2","0","1606 8163"
"C1377","C2162","1","0","1607"
"C10992","C529","1","0","1609"
"C1312","C625","1","0","1610"
"C11236","C586","1","0","1611"
"C16916","C625","1","0","1612"
"C11334","C457","1","0","1614"
"C9188","C586","1","0","1615"
"C1798","C17552","1","0","1616"
"C18998","C467","1","0","1617"
"C902","C529","1","0","1618"
"C7970","C529","1","0","1619"
"C7764","C529","1","0","1620"
"C22144","C1065","1","0","1622"
"C18498","C2106","1","0","1623"
"C13441","C10","1","0","1624"
"C10061","C467","1","0","1625"
"C8664","C3173","1","0","1626"
"C11762","C467","2","0","1629 6444"
"C2608","C586","1","0","1630"
"C21782","C612","1","0","1631"
"C678","C586","1","0","1633"
"C1798","C277","2","0","1634 4993"
"C1882","C457","1","0","1635"
"C1795","C612","3","0","1636 3255 6632"
"C2848","C585","1","0","1637"
"C1065","C625","2","0","1638 4893"
"C291","C457","2","0","1640 8388"
"C1552","C1065","1","0","1641"
"C19193","C457","1","0","1642"
"C8519","C586","2","0","1643 5348"
"C10675","C457","1","0","1644"
"C772","C625","1","0","1645"
"C14575","C1015","1","0","1646"
"C20309","C467","2","0","1647 7113"
"C7699","C457","1","0","1648"
"C19843","C528","1","0","1649"
"C10063","C586","2","0","1650 8056"
"C3331","C625","1","0","1651"
"C17074","C457","2","0","1652 2549"
"C2976","C586","3","0","1653 2418 6420"
"C1268","C467","1","0","1654"
"C3034","C528","1","0","1655"
"C10927","C457","1","0","1656"
"C19151","C586","2","0","1657 6463"
"C19805","C612","1","0","1658"
"C6001","C586","2","0","1659 7086"
"C7505","C528","1","0","1660"
"C8406","C586","1","0","1662"
"C6836","C3443","1","0","1663"
"C18664","C625","2","0","1664 8964"
"C1795","C1065","2","0","1665 4460"
"C1023","C1691","2","0","1666 1984"
"C1798","C8350","1","0","1667"
"C1798","C884","1","0","1668"
"C477","C1065","3","0","1669 6181 7517"
"C3753","C625","1","0","1670"
"C10566","C612","1","0","1671"
"C849","C506","3","0","1672 4298 6340"
"C2645","C586","1","0","1673"
"C3734","C3173","1","0","1674"
"C12604","C625","1","0","1676"
"C17451","C529","1","0","1677"
"C11116","C585","1","0","1678"
"C11740","C529","1","0","1679"
"C12421","C457","2","0","1680 4892"
"C287","C625","1","0","1681"
"C18438","C457","2","0","1682 1974"
"C8304","C467","1","0","1683"
"C9923","C5618","1","0","1685"
"C56","C1065","1","0","1687"
"C20031","C586","1","0","1688"
"C9727","C395","2","0","1689 2634"
"C1798","C5997","1","0","1690"
"C17542","C586","1","0","1692"
"C15264","C625","1","0","1694"
"C3124","C2106","1","0","1696"
"C18464","C457","2","0","1697 1849"
"C7938","C586","1","0","1698"
"C8705","C625","1","0","1699"
"C9508","C457","1","0","1700"
"C16484","C586","2","0","1702 3875"
"C20021","C529","1","0","1704"
"C6087","C529","1","0","1705"
"C18294","C449","3","0","1707 5554 6422"
"C18020","C528","1","0","1708"
"C8787","C3173","1","0","1709"
"C3161","C1065","1","0","1710"
"C2816","C586","3","0","1711 5973 6380"
"C17891","C612","1","0","1712"
"C11009","C3173","7","0","1713 1715 3277 3838 3896 6085 8548"
"C8685","C612","1","0","1714"
"C18793","C586","1","0","1716"
"C16232","C625","1","0","1717"
"C586","C612","2","0","1718 1766"
"C3896","C586","1","0","1719"
"C5997","C529","1","0","1720"
"C19685","C625","2","0","1721 7849"
"C22023","C612","1","0","1722"
"C3097","C10","1","0","1723"
"C1190","C528","1","0","1724"
"C19755","C528","1","0","1725"
"C17160","C467","1","0","1726"
"C2473","C457","1","0","1727"
"C662","C586","1","0","1728"
"C13483","C586","2","0","1729 6650"
"C2660","C467","1","0","1730"
"C4917","C1065","2","0","1731 8005"
"C13744","C1015","1","0","1732"
"C18908","C529","1","0","1734"
"C1255","C2106","1","0","1735"
"C10484","C586","1","0","1736"
"C1619","C586","1","0","1737"
"C334","C2162","3","0","1738 3840 5183"
"C21347","C612","1","0","1739"
"C21813","C529","1","0","1741"
"C7121","C529","1","0","1742"
"C1155","C2106","1","0","1743"
"C2652","C586","1","0","1744"
"C16426","C529","2","0","1747 2412"
"C2925","C586","3","0","1749 4328 8754"
"C2412","C1065","4","0","1750 2564 4581 8278"
"C10805","C586","1","0","1751"
"C5764","C528","1","0","1752"
"C4706","C528","1","0","1754"
"C15276","C586","1","0","1755"
"C3607","C586","1","0","1756"
"C10338","C467","1","0","1757"
"C589","C586","1","0","1758"
"C16395","C467","1","0","1759"
"C7882","C586","2","0","1760 8184"
"C14078","C625","1","0","1761"
"C291","C586","1","0","1763"
"C13366","C529","1","0","1764"
"C11815","C457","1","0","1765"
"C13340","C612","3","0","1767 2483 8253"
"C2714","C528","1","0","1768"
"C18121","C1056","4","0","1769 5694 6788 7409"
"C2003","C2106","1","0","1770"
"C1932","C586","1","0","1771"
"C841","C1691","2","0","1772 7304"
"C18961","C457","1","0","1773"
"C84","C585","1","0","1775"
"C7764","C467","1","0","1776"
"C1725","C528","1","0","1777"
"C477","C529","6","0","1779 2913 5754 6543 7205 7421"
"C21833","C457","1","0","1780"
"C1798","C2758","1","0","1781"
"C2456","C612","2","0","1783 6089"
"C429","C1065","1","0","1784"
"C2288","C585","1","0","1785"
"C19396","C529","1","0","1787"
"C506","C467","6","0","1788 1844 5419 6974 8331 8506"
"C12981","C612","1","0","1789"
"C5954","C467","1","0","1790"
"C7057","C3173","3","0","1791 5026 9067"
"C1102","C612","1","0","1792"
"C6227","C457","1","0","1793"
"C1521","C6219","1","0","1794"
"C4741","C1065","1","0","1795"
"C17789","C529","1","0","1796"
"C3067","C586","1","0","1797"
"C20283","C1065","1","0","1798"
"C13134","C467","1","0","1799"
"C13791","C457","1","0","1801"
"C18819","C457","1","0","1802"
"C4874","C586","1","0","1804"
"C534","C1065","1","0","1805"
"C16715","C528","1","0","1806"
"C19016","C1065","1","0","1807"
"C19466","C529","1","0","1811"
"C7339","C457","1","0","1812"
"C3183","C529","1","0","1813"
"C10375","C706","1","0","1816"
"C18367","C457","1","0","1817"
"C21174","C2651","1","0","1818"
"C765","C1065","1","0","1819"
"C16796","C2855","1","0","1820"
"C14825","C528","1","0","1821"
"C20420","C92","1","0","1823"
"C574","C553","4","0","1824 2425 3556 8285"
"C501","C1065","1","0","1826"
"C1798","C11388","1","0","1827"
"C13528","C801","2","0","1828 4633"
"C14079","C586","3","0","1829 1906 5952"
"C9599","C1065","1","0","1831"
"C553","C528","1","0","1832"
"C1965","C586","2","0","1834 5179"
"C14400","C457","1","0","1835"
"C21138","C1065","1","0","1836"
"C1184","C586","2","0","1837 2929"
"C10233","C467","1","0","1838"
"C14858","C586","1","0","1840"
"C21247","C586","1","0","1841"
"C14537","C2106","1","0","1843"
"C13983","C612","1","0","1847"
"C66","C625","1","0","1848"
"C7980","C529","1","0","1850"
"C26203","C467","1","0","1851"
"C5572","C625","2","0","1852 4308"
"C2339","C1065","1","0","1855"
"C1521","C9107","1","0","1858"
"C8481","C457","1","0","1859"
"C8139","C586","1","0","1860"
"C16189","C528","1","0","1861"
"C17937","C457","1","0","1862"
"C10711","C529","1","0","1863"
"C15595","C1065","1","0","1865"
"C17378","C467","1","0","1866"
"C20398","C457","1","0","1868"
"C19438","C612","1","0","1869"
"C6505","C586","1","0","1870"
"C553","C625","3","0","1871 1876 8168"
"C18487","C529","1","0","1872"
"C2578","C1065","1","0","1873"
"C1521","C320","1","0","1874"
"C7689","C529","1","0","1875"
"C262","C529","1","0","1877"
"C1618","C1085","4","0","1878 2031 2905 6407"
"C829","C457","2","0","1879 7505"
"C4818","C1065","1","0","1880"
"C1922","C2106","1","0","1881"
"C618","C457","1","0","1882"
"C28","C612","1","0","1883"
"C695","C457","2","0","1885 4565"
"C15538","C529","1","0","1886"
"C6236","C586","1","0","1887"
"C1932","C528","2","0","1888 6580"
"C18528","C467","1","0","1889"
"C13968","C586","1","0","1890"
"C8794","C586","1","0","1891"
"C7586","C1065","1","0","1892"
"C17766","C1487","1","0","1893"
"C92","C467","1","0","1894"
"C16144","C467","1","0","1895"
"C21138","C585","1","0","1896"
"C1795","C467","1","0","1897"
"C720","C612","1","0","1898"
"C4306","C529","1","0","1899"
"C1014","C457","1","0","1900"
"C13254","C467","2","0","1901 2155"
"C9990","C612","1","0","1902"
"C7950","C586","1","0","1903"
"C819","C2106","1","0","1904"
"C7200","C586","1","0","1905"
"C786","C486","4","0","1908 3516 5315 6201"
"C7394","C10","4","0","1909 2381 5535 8671"
"C18337","C467","1","0","1910"
"C281","C625","1","0","1912"
"C486","C528","1","0","1914"
"C18163","C467","1","0","1915"
"C26796","C612","1","0","1916"
"C13406","C612","3","0","1917 1999 7081"
"C539","C523","8","0","1918 2086 3989 4504 7243 7798 7862 8058"
"C15290","C612","1","0","1919"
"C1915","C625","2","0","1920 7869"
"C1819","C625","1","0","1921"
"C684","C586","3","0","1922 3901 6066"
"C19495","C528","1","0","1924"
"C10376","C1065","2","0","1925 8553"
"C13825","C457","1","0","1926"
"C5337","C467","1","0","1927"
"C1798","C2519","1","0","1928"
"C660","C529","1","0","1929"
"C19398","C528","1","0","1931"
"C1896","C529","1","0","1933"
"C3245","C612","1","0","1934"
"C9399","C528","1","0","1935"
"C3539","C2106","1","0","1937"
"C6407","C528","1","0","1938"
"C1249","C529","1","0","1939"
"C1185","C529","1","0","1941"
"C1862","C9469","1","0","1942"
"C1238","C529","1","0","1943"
"C9220","C612","1","0","1944"
"C14132","C586","2","0","1945 3010"
"C16936","C586","1","0","1946"
"C17674","C457","1","0","1947"
"C2968","C467","1","0","1948"
"C2093","C1065","2","0","1949 8104"
"C1353","C625","1","0","1951"
"C3492","C457","1","0","1952"
"C13483","C3173","1","0","1953"
"C5944","C1015","1","0","1954"
"C14069","C5618","5","0","1956 2535 2938 5537 6756"
"C8540","C612","2","0","1957 8582"
"C5408","C467","1","0","1959"
"C3377","C625","2","0","1960 4472"
"C12170","C801","1","0","1962"
"C20137","C586","1","0","1963"
"C3982","C625","1","0","1964"
"C669","C529","1","0","1965"
"C22076","C457","1","0","1966"
"C87","C528","1","0","1969"
"C19607","C2162","1","0","1970"
"C539","C101","12","0","1971 2621 3055 3091 3348 5745 6254 6678 7636 8243 8250 8985"
"C871","C467","1","0","1972"
"C1830","C586","1","0","1973"
"C8308","C586","1","0","1975"
"C1521","C988","1","0","1976"
"C18865","C586","1","0","1977"
"C20151","C467","1","0","1978"
"C3692","C3173","2","0","1979 5001"
"C18777","C586","2","0","1981 8874"
"C16021","C529","1","0","1983"
"C20197","C3173","6","0","1985 2655 2883 4517 7785 7906"
"C936","C586","1","0","1986"
"C6765","C586","1","0","1987"
"C1521","C1065","1","0","1988"
"C12900","C528","1","0","1991"
"C620","C586","1","0","1992"
"C21102","C529","1","0","1994"
"C255","C467","1","0","1995"
"C21714","C586","2","0","1996 4673"
"C21594","C528","1","0","1997"
"C17353","C2480","3","0","1998 2147 5367"
"C1197","C612","1","0","2000"
"C14274","C625","1","0","2002"
"C18285","C2855","1","0","2003"
"C12430","C612","1","0","2004"
"C12500","C457","1","0","2005"
"C16760","C612","1","0","2006"
"C2521","C586","2","0","2007 3559"
"C5735","C1881","1","0","2008"
"C19507","C586","1","0","2009"
"C21931","C528","1","0","2010"
"C10177","C586","2","0","2011 6278"
"C16758","C1065","1","0","2012"
"C14121","C625","1","0","2013"
"C9110","C529","1","0","2014"
"C3318","C528","1","0","2015"
"C11623","C586","1","0","2016"
"C1261","C1065","1","0","2017"
"C15731","C1065","1","0","2019"
"C11192","C586","1","0","2020"
"C219","C2162","6","0","2021 3602 6574 7245 7382 7540"
"C8756","C3173","1","0","2022"
"C8782","C612","1","0","2024"
"C1529","C586","2","0","2025 2403"
"C14956","C612","1","0","2026"
"C5802","C22042","1","1","2027"
"C563","C528","1","0","2028"
"C16492","C457","2","0","2029 8486"
"C13309","C5618","3","0","2030 3499 8036"
"C150","C612","1","0","2032"
"C14028","C612","1","0","2033"
"C17472","C1065","1","0","2034"
"C10150","C529","1","0","2035"
"C4769","C586","1","0","2036"
"C18979","C585","2","0","2037 2828"
"C22267","C586","1","0","2038"
"C3464","C529","1","0","2039"
"C1817","C1065","1","0","2040"
"C20651","C10","4","0","2041 4872 6329 8963"
"C1788","C467","1","0","2042"
"C1774","C528","1","0","2043"
"C4861","C467","1","0","2046"
"C12210","C1015","8","0","2047 3125 3966 4625 4821 6495 7986 8311"
"C5094","C528","1","0","2048"
"C6306","C2162","1","0","2049"
"C17897","C457","1","0","2050"
"C10403","C1015","1","0","2052"
"C1798","C1771","1","0","2054"
"C11833","C529","1","0","2055"
"C3035","C528","1","0","2056"
"C1754","C528","1","0","2058"
"C449","C529","2","0","2059 3612"
"C8972","C528","1","0","2060"
"C14880","C2106","1","0","2061"
"C5232","C457","1","0","2062"
"C18209","C612","1","0","2063"
"C13378","C529","1","0","2064"
"C24944","C743","1","0","2065"
"C2769","C1065","1","0","2067"
"C8589","C612","1","0","2068"
"C14969","C586","1","0","2069"
"C20966","C1065","1","0","2070"
"C314","C529","1","0","2071"
"C4800","C457","1","0","2072"
"C8840","C586","1","0","2073"
"C14047","C612","1","0","2074"
"C18225","C457","1","0","2075"
"C19073","C528","1","0","2076"
"C12116","C586","1","0","2078"
"C11386","C467","1","0","2079"
"C13845","C529","2","0","2080 6606"
"C18313","C586","1","0","2081"
"C15370","C467","1","0","2082"
"C1170","C1065","1","0","2083"
"C105","C988","15","0","2084 3065 4317 4645 5247 5279 5461 5596 5636 6191 7056 8072 8195 8358 8741"
"C18754","C1065","1","0","2085"
"C20209","C457","1","0","2087"
"C4885","C1065","1","0","2088"
"C10314","C2106","1","0","2089"
"C3618","C467","1","0","2090"
"C4438","C528","1","0","2091"
"C19869","C467","1","0","2092"
"C11686","C612","1","0","2093"
"C11564","C457","1","0","2094"
"C2128","C1065","1","0","2096"
"C13223","C467","1","0","2097"
"C7200","C467","1","0","2098"
"C26666","C612","1","0","2099"
"C3660","C2106","1","0","2100"
"C10593","C612","1","0","2101"
"C105","C529","2","0","2102 4372"
"C1381","C586","2","0","2103 2978"
"C8369","C457","1","0","2104"
"C16156","C457","1","0","2106"
"C20055","C625","1","0","2107"
"C22123","C457","1","0","2108"
"C10432","C467","1","0","2110"
"C397","C625","1","0","2111"
"C10421","C2106","2","0","2112 3223"
"C2323","C1065","2","0","2113 2384"
"C7071","C528","1","0","2114"
"C7071","C625","1","0","2116"
"C1009","C528","1","0","2117"
"C1467","C585","1","0","2118"
"C9370","C625","1","0","2119"
"C12156","C586","1","0","2120"
"C1618","C1065","2","0","2121 6910"
"C7936","C625","1","0","2122"
"C229","C528","1","0","2123"
"C1798","C7758","1","0","2124"
"C16698","C743","1","0","2125"
"C1798","C8621","1","0","2126"
"C12564","C467","1","0","2127"
"C17996","C586","1","0","2128"
"C6521","C529","1","0","2129"
"C13698","C801","5","0","2131 5233 6012 7092 7549"
"C3734","C1065","1","0","2133"
"C12525","C3173","1","0","2135"
"C3738","C457","1","0","2136"
"C9270","C801","1","0","2138"
"C20875","C612","1","0","2139"
"C22218","C586","1","0","2140"
"C12975","C586","2","0","2141 7608"
"C14421","C612","1","0","2142"
"C21135","C1065","2","0","2143 3319"
"C6924","C625","1","0","2144"
"C1619","C612","1","0","2145"
"C9910","C528","1","0","2146"
"C10520","C528","1","0","2148"
"C9279","C529","1","0","2149"
"C3949","C586","1","0","2151"
"C8258","C467","2","0","2152 8478"
"C160","C612","2","0","2153 2369"
"C15786","C2106","1","0","2154"
"C7728","C528","1","0","2156"
"C1519","C1065","1","0","2158"
"C1368","C586","1","0","2159"
"C15120","C612","1","0","2160"
"C12887","C529","1","0","2161"
"C5129","C529","1","0","2164"
"C21833","C1065","1","0","2165"
"C4131","C1065","1","0","2166"
"C15498","C612","1","0","2168"
"C2083","C586","1","0","2169"
"C19067","C625","1","0","2170"
"C2852","C529","1","0","2171"
"C9912","C529","3","0","2172 3308 5171"
"C2695","C529","1","0","2173"
"C9105","C2106","1","0","2174"
"C12296","C625","1","0","2175"
"C5949","C457","1","0","2176"
"C14635","C625","1","0","2177"
"C10140","C2106","1","0","2178"
"C1923","C1065","2","0","2179 5238"
"C14635","C1065","1","0","2180"
"C19068","C457","1","0","2181"
"C15180","C529","1","0","2182"
"C19052","C586","1","0","2183"
"C4","C467","1","0","2184"
"C18244","C586","1","0","2185"
"C16987","C586","1","0","2186"
"C10099","C5618","7","0","2187 2573 3028 5288 5616 7613 8105"
"C12189","C3173","1","0","2188"
"C18469","C529","1","0","2189"
"C9547","C586","1","0","2190"
"C14087","C625","1","0","2191"
"C3210","C612","1","0","2192"
"C15168","C529","2","0","2193 3768"
"C8515","C457","1","0","2194"
"C10931","C612","1","0","2196"
"C16843","C586","1","0","2197"
"C2178","C457","6","0","2198 4830 6929 7794 8120 8283"
"C9357","C586","1","0","2199"
"C3268","C2106","1","0","2200"
"C4589","C528","1","0","2201"
"C527","C625","1","0","2203"
"C575","C457","1","0","2205"
"C9347","C625","2","0","2206 3530"
"C4013","C2106","1","0","2207"
"C5858","C3173","5","0","2208 4287 5746 5858 6968"
"C815","C1940","1","0","2209"
"C13244","C1487","1","0","2211"
"C2450","C612","1","0","2212"
"C10010","C586","1","0","2214"
"C5186","C1065","1","0","2215"
"C4533","C1065","1","0","2216"
"C3538","C528","1","0","2217"
"C497","C10","1","0","2218"
"C1521","C9471","2","1","2220 8194"
"C13705","C529","1","0","2221"
"C17693","C2388","3","0","2222 4059 9092"
"C17693","C2846","2","0","2223 7685"
"C17693","C21946","1","0","2224"
"C17693","C742","1","0","2225"
"C17693","C4159","1","0","2226"
"C17693","C2578","1","0","2227"
"C17693","C2519","4","0","2228 4073 4077 5891"
"C17693","C395","5","0","2229 2249 2261 4074 9069"
"C17693","C1015","1","0","2230"
"C17693","C3437","1","0","2231"
"C17693","C4845","1","0","2232"
"C17693","C231","4","0","2233 4082 7695 9101"
"C17693","C14319","4","0","2234 4063 5877 9078"
"C17693","C1500","1","0","2235"
"C17693","C3755","2","0","2236 2245"
"C17693","C801","2","0","2237 4088"
"C17693","C12320","2","0","2238 2254"
"C17693","C6513","1","0","2239"
"C17693","C1784","5","0","2240 4090 5878 7689 7692"
"C17693","C3422","1","0","2241"
"C17693","C1006","1","0","2242"
"C17693","C92","4","0","2243 4071 7711 7712"
"C17693","C1222","1","0","2244"
"C17693","C11727","1","0","2246"
"C17693","C2844","1","0","2247"
"C17693","C12682","2","0","2248 5901"
"C17693","C1776","2","0","2250 4089"
"C17693","C754","2","0","2251 5905"
"C17693","C17776","1","0","2252"
"C17693","C353","4","0","2253 4050 5869 5876"
"C17693","C13713","1","0","2255"
"C17693","C21963","2","0","2256 4075"
"C17693","C883","1","0","2257"
"C17693","C2597","1","0","2258"
"C17693","C42","1","0","2259"
"C17693","C18626","2","0","2260 7686"
"C17150","C625","1","0","2263"
"C19088","C467","1","0","2264"
"C22029","C586","1","0","2265"
"C3065","C1065","1","0","2266"
"C10317","C612","1","0","2267"
"C18765","C1015","2","0","2269 6713"
"C965","C625","1","0","2270"
"C12238","C625","1","0","2271"
"C12558","C2162","4","0","2273 6643 8504 8668"
"C3245","C529","1","0","2274"
"C8531","C625","1","0","2275"
"C936","C612","1","0","2276"
"C16344","C457","1","0","2277"
"C625","C467","2","0","2278 8729"
"C3604","C1065","1","0","2280"
"C4129","C1065","1","0","2281"
"C17792","C612","1","0","2282"
"C18498","C528","1","0","2283"
"C2733","C586","1","0","2285"
"C529","C586","1","0","2286"
"C20884","C457","1","0","2287"
"C11508","C2106","1","0","2288"
"C17957","C586","1","0","2289"
"C1421","C586","1","0","2290"
"C3584","C528","1","0","2291"
"C9853","C528","1","0","2293"
"C5022","C528","1","0","2294"
"C7462","C457","1","0","2295"
"C6438","C612","1","0","2296"
"C13119","C586","1","0","2297"
"C19789","C2162","1","0","2298"
"C2440","C586","1","0","2300"
"C22116","C528","1","0","2301"
"C395","C1065","1","0","2302"
"C2446","C625","1","0","2304"
"C12882","C2162","1","0","2305"
"C713","C467","1","0","2307"
"C10434","C1065","1","0","2308"
"C1968","C529","2","0","2309 4148"
"C16936","C3443","1","0","2310"
"C16987","C2106","1","0","2311"
"C10063","C528","1","0","2312"
"C10670","C2106","1","0","2313"
"C17783","C585","1","0","2314"
"C16328","C586","1","0","2316"
"C5151","C11039","1","0","2317"
"C6104","C467","1","0","2318"
"C2892","C529","1","0","2319"
"C933","C586","2","0","2321 4216"
"C287","C586","1","0","2322"
"C8599","C612","1","0","2323"
"C9002","C586","1","0","2324"
"C1893","C586","1","0","2325"
"C13502","C586","1","0","2326"
"C11567","C1065","1","0","2327"
"C3029","C467","1","0","2328"
"C4122","C625","1","0","2329"
"C149","C586","1","0","2330"
"C8631","C586","1","0","2331"
"C9927","C586","1","0","2332"
"C9715","C2106","1","0","2333"
"C15266","C467","1","0","2334"
"C19723","C528","2","0","2335 3718"
"C2032","C1065","1","0","2336"
"C11213","C10","1","0","2337"
"C5967","C2106","1","0","2339"
"C16652","C529","1","0","2340"
"C4481","C1065","2","0","2341 3439"
"C6363","C457","1","0","2342"
"C2768","C612","1","0","2343"
"C8377","C529","1","0","2344"
"C20123","C467","1","0","2345"
"C22594","C625","1","0","2346"
"C17286","C1065","1","0","2348"
"C18554","C586","1","0","2349"
"C601","C625","1","0","2350"
"C18996","C625","1","0","2351"
"C979","C1065","1","0","2353"
"C12960","C467","1","0","2354"
"C7256","C529","1","0","2355"
"C1103","C528","1","0","2356"
"C9101","C1065","2","0","2357 9023"
"C9857","C625","2","0","2358 2717"
"C580","C586","2","0","2359 6611"
"C4580","C1015","1","0","2361"
"C11461","C528","2","0","2362 2494"
"C19033","C457","1","0","2363"
"C18421","C743","1","0","2365"
"C11461","C2106","1","0","2366"
"C18961","C586","1","0","2367"
"C10886","C457","1","0","2368"
"C2039","C467","1","0","2371"
"C4208","C529","1","0","2373"
"C3226","C586","1","0","2374"
"C16518","C529","1","0","2375"
"C11844","C457","1","0","2376"
"C10249","C467","1","0","2377"
"C759","C2106","1","0","2378"
"C17897","C2106","1","0","2379"
"C8452","C1065","1","0","2380"
"C11866","C2106","1","0","2382"
"C1798","C12613","1","0","2383"
"C452","C457","2","0","2385 6010"
"C17718","C457","1","0","2386"
"C16478","C457","1","0","2387"
"C182","C457","1","0","2388"
"C19398","C625","1","0","2389"
"C6219","C528","1","0","2390"
"C20491","C529","1","0","2393"
"C6693","C1065","1","0","2394"
"C1037","C529","1","0","2395"
"C21653","C586","1","0","2396"
"C20005","C625","1","0","2397"
"C2434","C625","1","0","2398"
"C182","C801","6","0","2399 5582 5818 5964 7720 7910"
"C11035","C612","2","0","2402 8710"
"C2844","C467","1","0","2404"
"C20819","C586","2","0","2405 3046"
"C10221","C3173","1","0","2406"
"C15213","C467","1","0","2408"
"C1521","C586","1","0","2409"
"C1463","C2106","1","0","2411"
"C21085","C586","1","0","2413"
"C1798","C20884","1","0","2414"
"C9741","C529","1","0","2415"
"C21273","C586","2","0","2417 4686"
"C18610","C457","1","0","2419"
"C20625","C467","2","0","2421 4015"
"C395","C612","1","0","2422"
"C3553","C5170","1","0","2423"
"C10307","C529","1","0","2424"
"C7277","C612","1","0","2426"
"C150","C3173","1","0","2427"
"C5156","C2106","1","0","2428"
"C8758","C612","1","0","2429"
"C12697","C586","1","0","2430"
"C1644","C529","1","0","2431"
"C6685","C585","1","0","2432"
"C509","C586","1","0","2433"
"C1798","C20672","1","0","2434"
"C355","C612","1","0","2435"
"C8429","C612","1","0","2436"
"C6853","C457","1","0","2439"
"C2018","C529","1","0","2440"
"C19524","C3173","4","0","2441 2939 5047 6789"
"C2351","C1065","5","0","2443 3195 3498 3688 4012"
"C16241","C457","1","0","2444"
"C1396","C467","1","0","2446"
"C18580","C612","1","0","2447"
"C9","C467","1","0","2448"
"C21558","C457","1","0","2449"
"C10093","C528","1","0","2450"
"C12380","C612","1","0","2451"
"C436","C586","2","0","2452 6065"
"C20053","C529","1","0","2454"
"C927","C1065","1","0","2455"
"C3518","C612","1","0","2456"
"C1618","C612","2","0","2457 6126"
"C2677","C529","2","0","2459 8114"
"C3888","C528","1","0","2460"
"C12620","C625","1","0","2461"
"C1932","C612","1","0","2462"
"C19346","C625","2","0","2463 8631"
"C12137","C586","2","0","2465 5651"
"C5071","C529","1","0","2466"
"C1211","C457","1","0","2468"
"C367","C612","2","0","2469 5624"
"C7588","C529","1","0","2470"
"C18925","C457","1","0","2471"
"C2456","C457","2","0","2472 3309"
"C10833","C1065","2","0","2473 5223"
"C10423","C612","1","0","2474"
"C2650","C529","2","0","2475 7947"
"C407","C457","1","0","2476"
"C20371","C529","1","0","2477"
"C1823","C72","2","0","2478 4891"
"C1968","C457","1","0","2479"
"C21258","C457","1","0","2480"
"C13548","C529","2","0","2482 7931"
"C5959","C586","1","0","2484"
"C18425","C3173","1","0","2485"
"C886","C743","1","0","2486"
"C12484","C2162","1","0","2487"
"C13853","C529","1","0","2488"
"C9096","C529","1","0","2489"
"C3511","C529","2","0","2490 7981"
"C9030","C467","1","0","2491"
"C10031","C612","1","0","2492"
"C17757","C467","1","0","2493"
"C20386","C586","2","0","2495 3397"
"C1961","C2106","1","0","2496"
"C11342","C467","1","0","2499"
"C88","C612","1","0","2500"
"C1172","C457","1","0","2501"
"C11697","C528","1","0","2502"
"C5927","C585","5","0","2503 2727 2766 4101 6000"
"C1634","C529","1","0","2504"
"C10925","C529","2","0","2505 8230"
"C7266","C457","1","0","2506"
"C7093","C1065","1","0","2507"
"C574","C101","10","0","2508 3766 3920 4571 6466 6540 6822 8711 8809 8940"
"C1567","C1065","2","0","2509 3536"
"C6381","C2162","5","0","2510 3715 4043 7318 7890"
"C1825","C2162","2","0","2511 7374"
"C4038","C457","1","0","2512"
"C457","C467","1","0","2513"
"C11246","C529","1","0","2514"
"C840","C529","1","0","2515"
"C12954","C2106","1","0","2516"
"C8593","C585","1","0","2517"
"C16428","C1015","6","0","2518 3013 3815 3869 6120 7080"
"C1999","C1065","1","0","2519"
"C17235","C586","1","0","2520"
"C7993","C586","1","0","2521"
"C523","C528","1","0","2522"
"C246","C457","3","0","2523 2850 7942"
"C803","C585","1","0","2524"
"C10368","C801","1","0","2525"
"C824","C586","1","0","2526"
"C20087","C1065","1","0","2527"
"C1798","C7233","1","0","2528"
"C6155","C6167","1","0","2529"
"C466","C612","1","0","2530"
"C961","C528","1","0","2531"
