"src","total_con","num_of_des","total_failed","des_list","id_list","con_per_des","success_to_fail_ratio"
"C5905",2,2,0,"C528 C1065","1094 4330",1,0
"C21079",2,2,0,"C528 C586","1100 8370",1,0
"C18462",2,2,0,"C586 C612","1105 4222",1,0
"C1546",2,2,0,"C5618 C457","1106 4730",1,0
"C9610",2,2,0,"C529 C457","1115 5167",1,0
"C12937",2,2,0,"C625 C801","1126 2812",1,0
"C10790",2,2,0,"C612 C586","1128 7759",1,0
"C18359",2,2,0,"C467 C528","1132 2545",1,0
"C19156",2,2,0,"C625 C586","1134 6518",1,0
"C286",2,2,0,"C612 C586","1135 6316",1,0
"C6813",2,2,0,"C612 C467","1137 5436",1,0
"C18713",2,2,0,"C1065 C612","1138 6821",1,0
"C306",2,2,0,"C1065 C625","1154 3388",1,0
"C10520",2,2,0,"C529 C528","1158 2148",1,0
"C10245",2,2,0,"C467 C1065","1171 5976",1,0
"C14036",2,2,0,"C586 C1065","1172 5294",1,0
"C8561",2,2,0,"C529 C467","1174 9015",1,0
"C8329",2,2,0,"C1065 C586","1183 5953",1,0
"C5202",2,2,0,"C585 C467","1190 5244",1,0
"C1786",2,2,0,"C1065 C529","1191 8575",1,0
"C375",2,2,0,"C528 C2106","1197 5323",1,0
"C8960",2,2,0,"C1065 C2106","1199 8666",1,0
"C2440",2,2,0,"C612 C586","1209 2300",1,0
"C3318",2,2,0,"C1065 C528","1225 2015",1,0
"C14176",2,2,0,"C528 C529","1236 4458",1,0
"C11547",2,2,0,"C585 C1065","1237 6607",1,0
"C11192",2,2,0,"C1065 C586","1242 2020",1,0
"C7734",2,2,0,"C1065 C612","1246 7793",1,0
"C1553",2,2,0,"C586 C457","1247 8653",1,0
"C16678",2,2,0,"C1065 C467","1248 5758",1,0
"C17907",2,2,0,"C1065 C457","1249 2813",1,0
"C20007",2,2,0,"C586 C801","1254 7014",1,0
"C8774",2,2,0,"C467 C1065","1261 1561",1,0
"C2390",2,2,0,"C585 C2106","1262 3398",1,0
"C9089",2,2,0,"C3173 C612","1265 7370",1,0
"C3990",2,2,0,"C467 C612","1274 7593",1,0
"C7940",2,2,0,"C612 C743","1275 4161",1,0
"C203",2,2,0,"C528 C2162","1284 3343",1,0
"C9036",2,2,0,"C1065 C586","1291 3588",1,0
"C8293",2,2,0,"C3173 C457","1298 3645",1,0
"C8406",2,2,0,"C528 C586","1303 1662",1,0
"C11831",2,2,0,"C1065 C2106","1309 4168",1,0
"C5192",2,2,0,"C2106 C467","1325 8944",1,0
"C1254",2,2,0,"C625 C467","1328 5062",1,0
"C8126",2,2,0,"C529 C1065","1340 4485",1,0
"C1320",2,2,0,"C586 C467","1343 5135",1,0
"C19838",2,2,0,"C2106 C586","1344 7801",1,0
"C14181",2,2,0,"C467 C625","1345 8301",1,0
"C11080",2,2,0,"C1065 C625","1348 6354",1,0
"C11342",2,2,0,"C612 C467","1354 2499",1,0
"C7292",2,2,0,"C2106 C467","1367 8473",1,0
"C3065",2,2,0,"C625 C1065","1381 2266",1,0
"C22097",2,2,0,"C612 C706","1385 5592",1,0
"C11812",2,2,0,"C625 C457","1395 3936",1,0
"C1565",2,2,0,"C586 C612","1399 3907",1,0
"C8705",2,2,0,"C586 C625","1402 1699",1,0
"C3042",2,2,0,"C625 C528","1423 4561",1,0
"C12302",2,2,0,"C528 C612","1427 4416",1,0
"C867",2,2,0,"C612 C586","1434 5834",1,0
"C8200",2,2,0,"C586 C2106","1439 4700",1,0
"C7240",2,2,0,"C467 C743","1443 4749",1,0
"C19122",2,2,0,"C529 C467","1457 7061",1,0
"C14850",2,2,0,"C467 C586","1471 8262",1,0
"C178",2,2,0,"C612 C586","1474 5562",1,0
"C2087",2,2,0,"C586 C612","1475 7908",1,0
"C7188",2,2,0,"C528 C2162","1479 3590",1,0
"C19027",2,2,0,"C625 C612","1483 3884",1,0
"C15087",2,2,0,"C743 C457","1492 5187",1,0
"C7418",2,2,0,"C457 C529","1493 6837",1,0
"C627",2,2,0,"C529 C467","1505 8317",1,0
"C18346",2,2,0,"C467 C586","1513 5525",1,0
"C17378",2,2,0,"C457 C467","1539 1866",1,0
"C11667",2,2,0,"C586 C585","1540 6618",1,0
"C3576",2,2,0,"C612 C586","1557 6923",1,0
"C18568",2,2,0,"C529 C2106","1565 3596",1,0
"C11481",2,2,0,"C457 C743","1573 5297",1,0
"C6949",2,2,0,"C586 C457","1575 4697",1,0
"C12620",2,2,0,"C457 C625","1577 2461",1,0
"C16397",2,2,0,"C529 C2106","1586 7321",1,0
"C11516",2,2,0,"C528 C586","1587 5856",1,0
"C921",2,2,0,"C586 C467","1589 3466",1,0
"C18155",2,2,0,"C2106 C528","1592 5637",1,0
"C7206",2,2,0,"C528 C467","1601 5355",1,0
"C9188",2,2,0,"C586 C1015","1615 8996",1,0
"C902",2,2,0,"C529 C586","1618 6590",1,0
"C10061",2,2,0,"C467 C612","1625 8628",1,0
"C8664",2,2,0,"C3173 C612","1626 6549",1,0
"C1882",2,2,0,"C457 C586","1635 7371",1,0
"C10675",2,2,0,"C457 C586","1644 2882",1,0
"C14575",2,2,0,"C1015 C457","1646 5836",1,0
"C19843",2,2,0,"C528 C3455","1649 3423",1,0
"C10566",2,2,0,"C612 C1065","1671 3951",1,0
"C2645",2,2,0,"C586 C529","1673 7997",1,0
"C3734",2,2,0,"C3173 C1065","1674 2133",1,0
"C12604",2,2,0,"C625 C1065","1676 7757",1,0
"C11740",2,2,0,"C529 C612","1679 4678",1,0
"C287",2,2,0,"C625 C586","1681 2322",1,0
"C9508",2,2,0,"C457 C1065","1700 8078",1,0
"C18020",2,2,0,"C528 C1065","1708 5703",1,0
"C8787",2,2,0,"C3173 C529","1709 5032",1,0
"C8685",2,2,0,"C612 C625","1714 5695",1,0
"C19755",2,2,0,"C528 C586","1725 4933",1,0
"C662",2,2,0,"C586 C528","1728 3711",1,0
"C2660",2,2,0,"C467 C1065","1730 3538",1,0
"C13744",2,2,0,"C1015 C586","1732 4728",1,0
"C5764",2,2,0,"C528 C1065","1752 2969",1,0
"C3607",2,2,0,"C586 C528","1756 5162",1,0
"C84",2,2,0,"C585 C529","1775 4342",1,0
"C19396",2,2,0,"C529 C801","1787 9049",1,0
"C13791",2,2,0,"C457 C612","1801 6373",1,0
"C4874",2,2,0,"C586 C529","1804 7100",1,0
"C19016",2,2,0,"C1065 C625","1807 6630",1,0
"C765",2,2,0,"C1065 C625","1819 3750",1,0
"C501",2,2,0,"C1065 C528","1826 3772",1,0
"C9599",2,2,0,"C1065 C467","1831 7852",1,0
"C21138",2,2,0,"C1065 C585","1836 1896",1,0
"C10233",2,2,0,"C467 C586","1838 5053",1,0
"C66",2,2,0,"C625 C1065","1848 3180",1,0
"C7980",2,2,0,"C529 C586","1850 7284",1,0
"C16189",2,2,0,"C528 C457","1861 8721",1,0
"C19438",2,2,0,"C612 C467","1869 6338",1,0
"C18528",2,2,0,"C467 C586","1889 4462",1,0
"C7586",2,2,0,"C1065 C529","1892 5352",1,0
"C17766",2,2,0,"C1487 C457","1893 8305",1,0
"C16144",2,2,0,"C467 C1065","1895 7018",1,0
"C720",2,2,0,"C612 C529","1898 9058",1,0
"C1014",2,2,0,"C457 C586","1900 3817",1,0
"C9990",2,2,0,"C612 C586","1902 5250",1,0
"C7950",2,2,0,"C586 C457","1903 6861",1,0
"C819",2,2,0,"C2106 C586","1904 6147",1,0
"C281",2,2,0,"C625 C586","1912 7308",1,0
"C19495",2,2,0,"C528 C467","1924 4871",1,0
"C5337",2,2,0,"C467 C457","1927 3723",1,0
"C1896",2,2,0,"C529 C457","1933 4572",1,0
"C3245",2,2,0,"C612 C529","1934 2274",1,0
"C1249",2,2,0,"C529 C612","1939 3165",1,0
"C1862",2,2,0,"C9469 C586","1942 7193",1,0
"C9220",2,2,0,"C612 C3173","1944 8355",1,0
"C12170",2,2,0,"C801 C2106","1962 8558",1,0
"C16021",2,2,0,"C529 C612","1983 5584",1,0
"C936",2,2,0,"C586 C612","1986 2276",1,0
"C1197",2,2,0,"C612 C586","2000 8745",1,0
"C14274",2,2,0,"C625 C528","2002 8103",1,0
"C12430",2,2,0,"C612 C528","2004 5999",1,0
"C16758",2,2,0,"C1065 C586","2012 8892",1,0
"C9110",2,2,0,"C529 C2106","2014 3087",1,0
"C1261",2,2,0,"C1065 C612","2017 5849",1,0
"C8756",2,2,0,"C3173 C457","2022 8800",1,0
"C8782",2,2,0,"C612 C5618","2024 4262",1,0
"C14956",2,2,0,"C612 C457","2026 5705",1,0
"C14028",2,2,0,"C612 C457","2033 3126",1,0
"C4769",2,2,0,"C586 C612","2036 2776",1,0
"C3464",2,2,0,"C529 C625","2039 5365",1,0
"C1774",2,2,0,"C528 C1772","2043 7668",1,0
"C17897",2,2,0,"C457 C2106","2050 2379",1,0
"C8972",2,2,0,"C528 C529","2060 6671",1,0
"C5232",2,2,0,"C457 C529","2062 8402",1,0
"C18209",2,2,0,"C612 C1065","2063 3806",1,0
"C24944",2,2,0,"C743 C528","2065 6076",1,0
"C314",2,2,0,"C529 C467","2071 4464",1,0
"C18313",2,2,0,"C586 C1065","2081 5396",1,0
"C15370",2,2,0,"C467 C612","2082 6686",1,0
"C18754",2,2,0,"C1065 C586","2085 5092",1,0
"C4438",2,2,0,"C528 C467","2091 3606",1,0
"C10593",2,2,0,"C612 C625","2101 8686",1,0
"C8369",2,2,0,"C457 C586","2104 6478",1,0
"C397",2,2,0,"C625 C612","2111 8268",1,0
"C1009",2,2,0,"C528 C586","2117 5305",1,0
"C9279",2,2,0,"C529 C625","2149 4909",1,0
"C1368",2,2,0,"C586 C467","2159 8695",1,0
"C15120",2,2,0,"C612 C528","2160 6901",1,0
"C4131",2,2,0,"C1065 C467","2166 7034",1,0
"C2695",2,2,0,"C529 C457","2173 3073",1,0
"C9105",2,2,0,"C2106 C612","2174 5536",1,0
"C19068",2,2,0,"C457 C801","2181 8025",1,0
"C16987",2,2,0,"C586 C2106","2186 2311",1,0
"C12189",2,2,0,"C3173 C743","2188 3982",1,0
"C575",2,2,0,"C457 C801","2205 7095",1,0
"C10010",2,2,0,"C586 C529","2214 8200",1,0
"C13705",2,2,0,"C529 C625","2221 8623",1,0
"C19088",2,2,0,"C467 C625","2264 3882",1,0
"C8531",2,2,0,"C625 C612","2275 6240",1,0
"C529",2,2,0,"C586 C625","2286 7047",1,0
"C11508",2,2,0,"C2106 C467","2288 6818",1,0
"C9853",2,2,0,"C528 C743","2293 4875",1,0
"C7462",2,2,0,"C457 C612","2295 8586",1,0
"C6438",2,2,0,"C612 C467","2296 4630",1,0
"C19789",2,2,0,"C2162 C467","2298 5708",1,0
"C1893",2,2,0,"C586 C612","2325 3122",1,0
"C11567",2,2,0,"C1065 C529","2327 5462",1,0
"C11213",2,2,0,"C10 C1065","2337 5066",1,0
"C2768",2,2,0,"C612 C467","2343 4826",1,0
"C7256",2,2,0,"C529 C586","2355 2902",1,0
"C1103",2,2,0,"C528 C586","2356 7281",1,0
"C8452",2,2,0,"C1065 C467","2380 7974",1,0
"C16478",2,2,0,"C457 C467","2387 7002",1,0
"C2434",2,2,0,"C625 C612","2398 3686",1,0
"C1463",2,2,0,"C2106 C625","2411 5924",1,0
"C18610",2,2,0,"C457 C2106","2419 5659",1,0
"C5156",2,2,0,"C2106 C457","2428 8081",1,0
"C1644",2,2,0,"C529 C625","2431 6732",1,0
"C6685",2,2,0,"C585 C586","2432 6288",1,0
"C8429",2,2,0,"C612 C529","2436 5513",1,0
"C2018",2,2,0,"C529 C457","2440 8378",1,0
"C9",2,2,0,"C467 C625","2448 7790",1,0
"C21558",2,2,0,"C457 C612","2449 3491",1,0
"C20053",2,2,0,"C529 C457","2454 3440",1,0
"C7588",2,2,0,"C529 C457","2470 8027",1,0
"C9096",2,2,0,"C529 C467","2489 4648",1,0
"C10031",2,2,0,"C612 C529","2492 4223",1,0
"C7266",2,2,0,"C457 C1065","2506 4314",1,0
"C457",2,2,0,"C467 C612","2513 4120",1,0
"C7993",2,2,0,"C586 C529","2521 3755",1,0
"C466",2,2,0,"C612 C457","2530 4180",1,0
"C5450",2,2,0,"C1065 C585","2534 5074",1,0
"C9339",2,2,0,"C612 C92","2536 7816",1,0
"C15436",2,2,0,"C457 C586","2540 7922",1,0
"C6283",2,2,0,"C1065 C586","2546 2856",1,0
"C27137",2,2,0,"C586 C457","2551 7988",1,0
"C356",2,2,0,"C586 C529","2557 3242",1,0
"C7776",2,2,0,"C612 C585","2560 6212",1,0
"C18599",2,2,0,"C2162 C625","2561 7218",1,0
"C5568",2,2,0,"C529 C467","2575 8380",1,0
"C4083",2,2,0,"C529 C3173","2582 3969",1,0
"C3765",2,2,0,"C586 C457","2584 7103",1,0
"C10033",2,2,0,"C625 C467","2589 4576",1,0
"C1947",2,2,0,"C467 C586","2592 4495",1,0
"C11013",2,2,0,"C1065 C1015","2607 5965",1,0
"C18398",2,2,0,"C457 C612","2616 4273",1,0
"C11755",2,2,0,"C625 C585","2628 6061",1,0
"C4299",2,2,0,"C2106 C612","2633 4213",1,0
"C17082",2,2,0,"C612 C586","2636 3205",1,0
"C11977",2,2,0,"C586 C1065","2640 5841",1,0
"C1453",2,2,0,"C612 C586","2643 7325",1,0
"C1265",2,2,0,"C625 C457","2648 6378",1,0
"C20267",2,2,0,"C529 C625","2653 6418",1,0
"C15889",2,2,0,"C801 C586","2665 4152",1,0
"C1659",2,2,0,"C612 C1065","2673 4554",1,0
"C19059",2,2,0,"C612 C457","2680 4179",1,0
"C857",2,2,0,"C612 C529","2685 3642",1,0
"C12050",2,2,0,"C529 C585","2689 3898",1,0
"C10283",2,2,0,"C457 C529","2730 2861",1,0
"C4420",2,2,0,"C528 C625","2734 5476",1,0
"C18191",2,2,0,"C1065 C467","2744 5806",1,0
"C15022",2,2,0,"C586 C625","2746 6980",1,0
"C1247",2,2,0,"C2162 C612","2770 8098",1,0
"C13585",2,2,0,"C743 C625","2775 3078",1,0
"C10980",2,2,0,"C625 C529","2794 4850",1,0
"C19376",2,2,0,"C10 C467","2797 3236",1,0
"C9152",2,2,0,"C529 C586","2814 6455",1,0
"C4957",2,2,0,"C586 C528","2817 7930",1,0
"C8849",2,2,0,"C586 C3443","2822 8334",1,0
"C1216",2,2,0,"C612 C2106","2823 5108",1,0
"C7298",2,2,0,"C112 C528","2829 7082",1,0
"C3263",2,2,0,"C625 C2106","2832 3550",1,0
"C6435",2,2,0,"C612 C586","2833 4099",1,0
"C1072",2,2,0,"C528 C1065","2855 9021",1,0
"C4792",2,2,0,"C625 C457","2857 3133",1,0
"C2548",2,2,0,"C467 C586","2899 3117",1,0
"C14435",2,2,0,"C467 C612","2910 8783",1,0
"C18539",2,2,0,"C1065 C585","2914 7811",1,0
"C1224",2,2,0,"C1065 C625","2918 7177",1,0
"C6322",2,2,0,"C457 C625","2927 3030",1,0
"C9562",2,2,0,"C612 C625","2932 8354",1,0
"C14268",2,2,0,"C586 C529","2940 7857",1,0
"C13916",2,2,0,"C3173 C457","2947 8633",1,0
"C10968",2,2,0,"C467 C1487","2955 7673",1,0
"C14038",2,2,0,"C586 C92","2959 6706",1,0
"C2869",2,2,0,"C528 C625","2970 5998",1,0
"C18063",2,2,0,"C625 C586","2993 5485",1,0
"C6878",2,2,0,"C586 C2162","3011 7884",1,0
"C1477",2,2,0,"C3173 C586","3015 7628",1,0
"C594",2,2,0,"C467 C625","3032 3121",1,0
"C14117",2,2,0,"C586 C529","3047 4366",1,0
"C7784",2,2,0,"C528 C529","3050 7293",1,0
"C20061",2,2,0,"C1065 C612","3066 6679",1,0
"C17879",2,2,0,"C586 C612","3100 7010",1,0
"C7409",2,2,0,"C625 C529","3104 8440",1,0
"C20569",2,2,0,"C529 C612","3115 3958",1,0
"C9558",2,2,0,"C92 C1065","3127 7927",1,0
"C15068",2,2,0,"C625 C586","3131 5152",1,0
"C8355",2,2,0,"C625 C529","3136 4433",1,0
"C3117",2,2,0,"C528 C467","3142 5572",1,0
"C13572",2,2,0,"C1065 C612","3149 4616",1,0
"C651",2,2,0,"C529 C1015","3156 9039",1,0
"C6602",2,2,0,"C586 C467","3172 6007",1,0
"C20340",2,2,0,"C1065 C625","3211 6371",1,0
"C81",2,2,0,"C457 C2855","3231 3609",1,0
"C14744",2,2,0,"C528 C1065","3247 6617",1,0
"C11517",2,2,0,"C586 C625","3251 7738",1,0
"C14032",2,2,0,"C586 C1065","3261 6051",1,0
"C4764",2,2,0,"C612 C467","3265 6541",1,0
"C18427",2,2,0,"C612 C467","3282 4320",1,0
"C6673",2,2,0,"C1065 C529","3293 3354",1,0
"C13462",2,2,0,"C2106 C457","3295 7094",1,0
"C20244",2,2,0,"C1065 C586","3303 4452",1,0
"C10410",2,2,0,"C2106 C5618","3305 5025",1,0
"C1304",2,2,0,"C528 C801","3338 4618",1,0
"C1193",2,2,0,"C586 C625","3351 3721",1,0
"C1723",2,2,0,"C586 C529","3358 3749",1,0
"C16371",2,2,0,"C457 C801","3371 4173",1,0
"C327",2,2,0,"C467 C612","3379 4563",1,0
"C7384",2,2,0,"C2106 C13684","3385 6659",1,0
"C7856",2,2,0,"C585 C1065","3412 5800",1,0
"C16901",2,2,0,"C457 C586","3427 7486",1,0
"C3902",2,2,0,"C457 C528","3433 6482",1,0
"C5295",2,2,0,"C467 C1065","3438 7222",1,0
"C15663",2,2,0,"C1065 C467","3454 4234",1,0
"C12275",2,2,0,"C586 C467","3455 8063",1,0
"C1131",2,2,0,"C467 C457","3458 8715",1,0
"C4335",2,2,0,"C1065 C612","3487 4991",1,0
"C6721",2,2,0,"C612 C625","3489 4217",1,0
"C488",2,2,0,"C529 C586","3495 6605",1,0
"C10990",2,2,0,"C528 C612","3512 6200",1,0
"C1655",2,2,0,"C2162 C586","3528 7914",1,0
"C9580",2,2,0,"C457 C585","3529 3616",1,0
"C7052",2,2,0,"C529 C586","3532 7971",1,0
"C13511",2,2,0,"C457 C467","3535 6710",1,0
"C9253",2,2,0,"C1065 C586","3537 6004",1,0
"C16539",2,2,0,"C2106 C528","3540 5093",1,0
"C1444",2,2,0,"C612 C457","3560 4860",1,0
"C13207",2,2,0,"C625 C586","3561 7008",1,0
"C16709",2,2,0,"C586 C529","3570 8858",1,0
"C10741",2,2,0,"C1015 C612","3581 6283",1,0
"C5253",2,2,0,"C1065 C2106","3587 7839",1,0
"C4597",2,2,0,"C625 C457","3605 5413",1,0
"C19337",2,2,0,"C1065 C2106","3617 3877",1,0
"C10098",2,2,0,"C529 C467","3620 4659",1,0
"C1539",2,2,0,"C467 C528","3636 5765",1,0
"C19112",2,2,0,"C586 C467","3637 4913",1,0
"C5033",2,2,0,"C1065 C612","3644 8936",1,0
"C15240",2,2,0,"C457 C1065","3648 5241",1,0
"C317",2,2,0,"C586 C457","3654 7334",1,0
"C13354",2,2,0,"C586 C743","3659 4290",1,0
"C1458",2,2,0,"C612 C528","3661 6164",1,0
"C11886",2,2,0,"C457 C612","3664 3769",1,0
"C11348",2,2,0,"C467 C612","3674 7631",1,0
"C3561",2,2,0,"C625 C467","3677 4218",1,0
"C165",2,2,0,"C612 C457","3678 5422",1,0
"C11908",2,2,0,"C529 C528","3687 6512",1,0
"C1398",2,2,0,"C528 C457","3695 4454",1,0
"C16447",2,2,0,"C625 C743","3700 4258",1,0
"C6731",2,2,0,"C625 C1065","3710 7229",1,0
"C20044",2,2,0,"C528 C586","3739 3822",1,0
"C352",2,2,0,"C528 C1065","3740 5810",1,0
"C202",2,2,0,"C585 C586","3760 7870",1,0
"C13266",2,2,0,"C467 C528","3763 8503",1,0
"C9535",2,2,0,"C528 C467","3777 8196",1,0
"C13164",2,2,0,"C2106 C612","3783 8399",1,0
"C2051",2,2,0,"C612 C1065","3791 5654",1,0
"C4301",2,2,0,"C625 C467","3792 8515",1,0
"C3801",2,2,0,"C467 C2835","3812 4880",1,0
"C5963",2,2,0,"C2162 C586","3813 4547",1,0
"C5498",2,2,0,"C586 C528","3818 7932",1,0
"C15128",2,2,0,"C586 C754","3821 4118",1,0
"C19570",2,2,0,"C586 C457","3829 6485",1,0
"C5693",2,2,0,"C586 C1759","3830 5803",1,0
"C1289",2,2,0,"C457 C586","3841 6879",1,0
"C2827",2,2,0,"C467 C743","3856 5468",1,0
"C856",2,2,0,"C585 C528","3859 8508",1,0
"C19493",2,2,0,"C529 C625","3886 6680",1,0
"C9683",2,2,0,"C1015 C457","3942 6059",1,0
"C11125",2,2,0,"C467 C585","3945 5480",1,0
"C15216",2,2,0,"C1065 C625","3952 7844",1,0
"C8831",2,2,0,"C528 C529","3953 8898",1,0
"C17971",2,2,0,"C457 C586","3956 5603",1,0
"C8444",2,2,0,"C586 C2106","3957 7570",1,0
"C18688",2,2,0,"C457 C612","3964 4712",1,0
"C1388",2,2,0,"C2106 C528","3977 6442",1,0
"C16214",2,2,0,"C457 C467","3987 5717",1,0
"C19730",2,2,0,"C1065 C467","3992 7426",1,0
"C204",2,2,0,"C1065 C467","3996 6060",1,0
"C1870",2,2,0,"C1065 C457","4000 6657",1,0
"C9368",2,2,0,"C457 C10","4024 5511",1,0
"C3356",2,2,0,"C457 C1065","4029 5548",1,0
"C18852",2,2,0,"C467 C625","4032 8101",1,0
"C14561",2,2,0,"C625 C529","4038 7892",1,0
"C10770",2,2,0,"C467 C612","4039 5791",1,0
"C1645",2,2,0,"C612 C529","4041 6501",1,0
"C3056",2,2,0,"C467 C529","4105 8607",1,0
"C9845",2,2,0,"C612 C586","4117 7814",1,0
"C7703",2,2,0,"C612 C2106","4122 6111",1,0
"C4995",2,2,0,"C625 C586","4123 4230",1,0
"C6477",2,2,0,"C467 C586","4127 8873",1,0
"C17716",2,2,0,"C528 C801","4135 8965",1,0
"C2255",2,2,0,"C586 C625","4140 7148",1,0
"C9412",2,2,0,"C2106 C457","4141 5122",1,0
"C12195",2,2,0,"C529 C586","4165 6002",1,0
"C4601",2,2,0,"C528 C586","4178 6346",1,0
"C12445",2,2,0,"C612 C457","4181 5646",1,0
"C16822",2,2,0,"C467 C801","4226 4941",1,0
"C9453",2,2,0,"C743 C528","4229 8791",1,0
"C4835",2,2,0,"C586 C529","4250 5653",1,0
"C19978",2,2,0,"C528 C529","4251 6651",1,0
"C8827",2,2,0,"C1015 C586","4257 7327",1,0
"C10024",2,2,0,"C2106 C1015","4265 5660",1,0
"C1829",2,2,0,"C467 C457","4274 8574",1,0
"C13779",2,2,0,"C1065 C467","4292 8617",1,0
"C10574",2,2,0,"C612 C586","4293 8673",1,0
"C15572",2,2,0,"C528 C612","4294 5795",1,0
"C8450",2,2,0,"C2162 C625","4310 7496",1,0
"C16803",2,2,0,"C2106 C612","4312 8836",1,0
"C14514",2,2,0,"C529 C625","4321 8282",1,0
"C8439",2,2,0,"C586 C612","4335 5110",1,0
"C18108",2,2,0,"C687 C280","4341 8915",1,0
"C2654",2,2,0,"C586 C467","4343 4513",1,0
"C16623",2,2,0,"C586 C2106","4356 6386",1,0
"C12777",2,2,0,"C1065 C529","4376 7351",1,0
"C6963",2,2,0,"C586 C1065","4399 5028",1,0
"C3149",2,2,0,"C625 C586","4402 4487",1,0
"C19142",2,2,0,"C612 C467","4421 4838",1,0
"C8078",2,2,0,"C625 C612","4425 7214",1,0
"C15394",2,2,0,"C529 C467","4436 5192",1,0
"C6255",2,2,0,"C528 C743","4440 5055",1,0
"C19282",2,2,0,"C625 C612","4442 8251",1,0
"C5530",2,2,0,"C529 C528","4461 6430",1,0
"C6356",2,2,0,"C586 C529","4475 7735",1,0
"C14294",2,2,0,"C1065 C612","4493 6102",1,0
"C11641",2,2,0,"C457 C528","4498 5039",1,0
"C20537",2,2,0,"C529 C528","4509 8219",1,0
"C19922",2,2,0,"C586 C457","4510 8896",1,0
"C18731",2,2,0,"C586 C2106","4528 4955",1,0
"C7876",2,2,0,"C457 C1065","4534 7413",1,0
"C3714",2,2,0,"C586 C1065","4539 6747",1,0
"C16299",2,2,0,"C801 C586","4596 5029",1,0
"C6631",2,2,0,"C586 C1015","4603 6984",1,0
"C21339",2,2,0,"C1065 C612","4609 6456",1,0
"C19908",2,2,0,"C528 C625","4612 7451",1,0
"C5857",2,2,0,"C586 C529","4620 8488",1,0
"C7359",2,2,0,"C743 C457","4627 8853",1,0
"C953",2,2,0,"C586 C625","4639 5720",1,0
"C8331",2,2,0,"C528 C1065","4657 6108",1,0
"C1227",2,2,0,"C625 C1065","4664 8989",1,0
"C15295",2,2,0,"C528 C625","4668 5163",1,0
"C15575",2,2,0,"C457 C467","4669 5067",1,0
"C19974",2,2,0,"C467 C457","4671 7480",1,0
"C14642",2,2,0,"C467 C457","4675 8479",1,0
"C6487",2,2,0,"C612 C625","4676 6695",1,0
"C19107",2,2,0,"C1065 C528","4690 5509",1,0
"C18706",2,2,0,"C625 C586","4696 7937",1,0
"C19883",2,2,0,"C586 C467","4698 8535",1,0
"C14777",2,2,0,"C1065 C612","4709 8846",1,0
"C18586",2,2,0,"C586 C529","4716 7106",1,0
"C8528",2,2,0,"C625 C586","4731 6898",1,0
"C2098",2,2,0,"C1065 C612","4739 6950",1,0
"C9840",2,2,0,"C612 C467","4744 6721",1,0
"C6773",2,2,0,"C625 C457","4755 6260",1,0
"C13384",2,2,0,"C586 C625","4761 6536",1,0
"C3062",2,2,0,"C1015 C586","4769 6263",1,0
"C19430",2,2,0,"C612 C586","4782 7170",1,0
"C10561",2,2,0,"C585 C3034","4785 6005",1,0
"C7180",2,2,0,"C586 C2106","4791 8453",1,0
"C15371",2,2,0,"C529 C457","4813 7041",1,0
"C3762",2,2,0,"C586 C612","4823 5860",1,0
"C11710",2,2,0,"C612 C1065","4846 6937",1,0
"C11296",2,2,0,"C529 C528","4848 9013",1,0
"C6600",2,2,0,"C10 C3173","4870 4886",1,0
"C976",2,2,0,"C457 C2079","4878 5517",1,0
"C19111",2,2,0,"C529 C1065","4894 6256",1,0
"C19356",2,2,0,"C625 C585","4924 8682",1,0
"C5107",2,2,0,"C586 C457","4936 6244",1,0
"C19955",2,2,0,"C612 C457","4956 7528",1,0
"C6144",2,2,0,"C528 C612","4965 6142",1,0
"C4417",2,2,0,"C529 C457","4988 7603",1,0
"C19705",2,2,0,"C612 C586","4992 7488",1,0
"C7054",2,2,0,"C625 C457","5003 5752",1,0
"C18475",2,2,0,"C457 C529","5019 6388",1,0
"C9038",2,2,0,"C528 C612","5030 6101",1,0
"C11823",2,2,0,"C1015 C10","5050 6452",1,0
"C2368",2,2,0,"C528 C625","5051 6783",1,0
"C11957",2,2,0,"C625 C612","5086 5446",1,0
"C21932",2,2,0,"C586 C467","5090 8084",1,0
"C9178",2,2,0,"C625 C585","5133 5146",1,0
"C6754",2,2,0,"C529 C743","5148 7822",1,0
"C18624",2,2,0,"C528 C529","5150 6539",1,0
"C9806",2,2,0,"C457 C586","5157 7297",1,0
"C14202",2,2,0,"C586 C528","5218 7563",1,0
"C2150",2,2,0,"C1065 C457","5259 8890",1,0
"C757",2,2,0,"C2106 C528","5268 6172",1,0
"C10125",2,2,0,"C529 C625","5272 6228",1,0
"C19990",2,2,0,"C528 C625","5273 7315",1,0
"C14961",2,2,0,"C586 C625","5289 6053",1,0
"C11118",2,2,0,"C612 C586","5298 5363",1,0
"C4392",2,2,0,"C528 C612","5303 7004",1,0
"C2949",2,2,0,"C457 C1065","5310 7054",1,0
"C3455",2,2,0,"C457 C586","5319 8513",1,0
"C11613",2,2,0,"C612 C625","5324 7440",1,0
"C15163",2,2,0,"C457 C528","5337 7773",1,0
"C2013",2,2,0,"C612 C2012","5338 5340",1,0
"C145",2,2,0,"C625 C586","5343 5597",1,0
"C12614",2,2,0,"C625 C612","5345 5642",1,0
"C7079",2,2,0,"C1065 C612","5364 8404",1,0
"C9481",2,2,0,"C586 C625","5366 7843",1,0
